UserId,ItemId
1343,402 2981 465 2841 2781 176 1290 1614 1563 1200 2155 423 2455 2463 2547 2537 1430 2299 842 454 2877 1184 1026 2312 2070 2487 682 1396 3041 1389 1673 457 490 2353 3085 1744 1130 571 3078 3049 3031 945 2437 1125 1651 2724 1860 1044 238 2807
1344,2811 742 1575 1868 3147 1383 1593 3118 2463 1353 91 2537 197 3162 1299 2431 1984 2833 1861 2283 239 2726 1200 1474 1681 505 2377 2474 1268 1375 266 2196 825 1715 2392 1185 2320 676 275 2661 2103 2460 2996 126 637 1770 319 838 2977 2350
1345,1317 1975 1137 876 155 1755 2651 2182 1087 335 1364 2648 2316 1896 1268 3189 3241 3237 3250 2499 2129 2696 1964 2684 394 692 181 25 751 1804 2485 629 2176 91 1336 1432 1303 358 1156 100 2352 2855 288 3205 1797 1088 1094 1264 1318 2216
1346,2896 391 1441 1836 443 1041 1547 3108 2312 1828 2661 2214 1176 502 3095 2342 985 469 798 2005 2499 1898 3256 2310 3253 672 1322 1903 587 394 1412 3114 1119 2306 2741 1289 1207 371 1312 2145 35 1116 610 405 1019 958 2899 2552 876 1648
1347,1330 2305 3241 1397 1409 2749 1424 2546 3078 2602 273 2744 1294 587 750 72 1733 2159 2193 2724 2431 1141 1274 2828 734 1812 2454 239 1889 1152 1487 589 1006 2888 1675 3142 2955 1972 702 2866 2555 1673 1686 1214 1386 2957 2126 167 961 143
1348,963 1797 836 2089 1909 1220 1124 3243 93 2335 1591 2394 1100 655 2811 2985 2921 1598 2306 1644 2079 195 1284 949 1325 2173 2362 667 992 1317 2774 1659 712 2959 2977 1701 2350 233 2073 3013 3065 631 2115 2584 1769 2664 91 1216 498 243
1349,1157 603 738 2211 685 1990 1966 2905 3059 302 2522 3053 720 2670 808 2498 2934 1386 2632 1402 1864 240 2361 1567 2696 465 702 3250 1365 1695 2626 545 1389 1736 853 2674 868 964 1956 1602 2952 2819 1289 2022 2147 2099 1706 1370 470 2282
1350,2963 1137 2149 2236 1533 233 1722 3032 720 1237 936 2885 333 2392 2138 475 1318 2320 1936 2347 2359 2299 803 3158 1360 2855 2182 2757 2805 539 2962 2309 358 2312 1991 1922 702 3229 2211 2464 697 1157 1193 2088 2111 1990 1969 444 2311 2988
1351,3080 2878 633 1923 3187 1357 698 1758 1812 85 59 2555 942 2937 2214 1185 1455 1400 2351 2962 2825 3124 2258 754 589 1868 3040 2724 2006 2222 809 1193 1956 2940 2147 1003 2537 1030 417 1922 270 3058 1958 639 2548 1024 1722 1498 2547 1424
1352,2825 1446 3189 1991 1055 2958 2785 1396 2056 2728 1048 2163 924 2585 1197 3130 28 811 2946 2171 3083 714 2956 150 100 458 1129 180 641 2944 1278 214 3209 2216 2595 2128 2778 2147 1071 1757 748 1560 3059 2117 964 1377 2087 945 651 2232
1353,234 2417 240 1871 3145 2173 3086 128 719 2538 2795 1684 2466 2320 490 513 1159 2716 1377 2470 1596 669 2269 2421 2350 1784 2070 2833 197 2182 334 505 964 1722 479 2726 2460 1939 2934 3059 122 1060 2885 319 3220 1696 2651 1352 2364 1339
1354,2568 3236 3148 3118 1071 275 122 1673 1194 2359 2445 3085 1063 2347 2688 2108 871 868 761 2754 3032 1531 1200 1455 924 698 3231 85 2536 2865 1185 2435 396 3142 1922 1184 501 1923 3037 1800 2633 1734 2652 694 3182 251 578 756 830 697
1355,3192 1369 3017 2540 493 325 3111 379 587 689 3246 1476 1971 2772 1913 1866 250 1277 1625 639 50 1144 1671 1417 2646 1196 1584 1324 1825 2567 1313 1067 1391 2334 3056 70 3218 979 2181 1330 1364 2243 2907 278 3013 3049 800 2639 1889 963
1356,2574 614 2972 1793 2841 3220 2546 2115 465 1917 2034 1224 2885 2934 2645 1193 46 402 2750 2305 1501 505 2127 3068 3209 3150 1135 2176 2262 18 3175 1006 471 457 3087 3079 1969 2483 1020 331 1474 3241 2351 3142 3037 15 2522 25 2022 2502
1357,2930 1006 2036 1730 2970 1613 2902 2959 231 2879 2977 876 1152 2736 2700 829 856 2164 126 270 714 116 1568 1048 1197 2971 2115 1054 1429 167 1575 2089 119 370 2071 2957 240 1451 3106 2291 1895 2262 1446 893 3194 2392 954 1558 1082 1136
1358,553 2159 1706 1152 2651 1770 2638 1977 595 275 1728 1634 719 2006 1455 173 2952 1195 1567 1520 1722 593 2320 954 545 1937 192 3014 1474 229 3103 51 84 3179 2498 676 2182 1868 538 358 2089 4 865 1614 2902 2128 2809 1969 140 1852
1359,794 1119 1715 3124 3041 486 960 2862 3147 2295 2107 13 1598 402 2194 505 2899 489 1296 968 496 1197 862 1130 1099 1298 231 2973 2575 2645 491 2185 2114 3142 2776 2384 2795 1170 253 888 719 417 1343 2541 1156 1455 2260 1020 821 829
1360,2666 333 2652 596 517 2767 2318 629 1949 230 2144 1533 3145 2549 147 2866 1362 2312 3178 1196 1575 275 1868 748 865 1628 1942 1432 1185 232 2196 2464 959 431 2537 2403 2631 1770 692 241 1474 2576 1071 475 2841 1470 1455 2180 946 2688
1361,1734 2944 1763 2287 2320 2464 3041 1455 1320 1766 0 2460 1020 1474 505 2031 629 1198 1770 1193 2305 1200 2608 1195 3031 2117 2763 2845 830 302 2726 1685 767 2537 2380 2547 568 3236 1853 1417 2885 84 865 122 845 2463 1317 3194 2339 306
1362,905 3014 865 275 1938 1269 3210 1770 1861 1325 1896 1648 91 1268 2661 2193 2537 1321 862 1761 1496 1873 2977 1871 2397 1056 358 319 3187 2267 2933 2521 2129 783 454 2470 1521 2065 1226 1936 3040 294 2678 3186 423 1964 1432 2958 2213 1635
1363,396 2809 489 830 3010 2564 295 122 2815 1189 1259 610 365 2068 1575 1261 2445 402 1307 1986 1984 1397 3147 273 2664 2814 1304 1803 2789 1842 2001 1215 2574 2862 2970 1405 496 1812 398 1455 2088 188 2128 1383 1843 1682 2339 1196 1992 1539
1364,919 2963 1494 566 720 292 1064 2298 2979 1656 439 1089 2499 2236 644 2958 2470 1643 641 1031 1060 3049 2055 45 59 811 2494 532 858 868 2350 2726 2194 3145 144 3021 888 883 1194 748 259 465 1377 490 479 2163 1840 910 331 1237
1365,3210 1686 1861 755 676 976 751 239 1055 2648 1005 876 443 886 710 25 1213 3167 1006 2385 1405 637 1871 2193 1614 1111 3220 2117 119 2297 1941 2455 2966 3221 2352 1531 2316 1598 1895 3153 3092 240 2456 1797 842 1415 1162 1383 2233 1220
1366,2743 1938 502 1761 3015 1831 320 290 3106 2070 2899 594 1635 1672 2437 2973 1617 827 2738 2312 898 1156 924 226 2537 1891 985 697 865 2985 503 1203 3176 2678 2836 2996 688 1353 371 2299 2547 2603 3092 1933 2013 1666 1868 276 1872 2159
1367,1736 2921 2887 1520 1648 3186 1686 3118 505 2546 471 1088 2977 362 1223 1650 2287 2726 2883 2529 2105 3220 3241 1268 2306 1655 234 588 2350 847 2339 165 1366 2945 2117 1272 3106 1352 3127 2808 2392 3221 157 319 1558 2472 1195 2889 1127 1467
1368,1212 845 3003 2173 3052 3186 1474 405 1094 2237 2726 2470 266 2030 732 2031 1575 1318 2585 745 505 1861 988 2214 2114 1289 2937 2309 335 555 1612 443 2380 312 1386 2652 1922 1838 338 1339 2057 2087 1455 1048 770 1868 1713 1348 2350 945
1369,2014 2380 1241 3181 489 651 598 1480 2651 1969 1152 2809 2805 3241 2445 2312 1575 2852 2072 2926 2688 2193 231 2499 2182 98 1137 424 1768 938 1318 905 1224 1330 1497 2546 3221 1663 119 838 1268 1681 1263 405 3213 2970 676 812 1040 1840
1370,2217 1213 422 964 115 3205 1357 346 1386 1520 2546 100 1861 490 698 1243 98 3142 865 829 1055 545 1260 280 2338 1991 275 3241 3064 2934 720 1278 485 2069 122 2855 1088 3150 2031 697 3186 468 1567 505 961 68 157 2472 362 2957
1371,3059 2885 1197 1748 2198 3145 2282 2770 2852 3205 2622 2022 470 1166 2710 964 223 2350 465 2014 2649 1722 1818 976 361 2855 1977 1236 3190 2964 3241 3071 2470 255 1057 501 1778 1155 603 173 521 1324 2736 907 1295 2652 233 350 296 505
1372,98 712 606 65 765 405 2836 1889 1456 1477 3175 2343 3087 1575 2497 2091 756 957 1909 2651 873 2551 1987 465 2193 3248 2899 3015 2031 2997 2972 2180 1991 176 2384 277 59 3078 689 1023 1765 1198 1684 622 3220 2576 1835 2841 1852 1919
1373,538 577 2266 130 968 1055 1540 1213 2810 2494 1409 524 780 1963 1152 2031 125 336 1958 1222 3042 3020 3248 1558 1895 3194 2013 1181 996 392 1754 3157 2836 2542 2385 2880 723 2193 405 2362 1182 2547 1352 1793 2922 2860 25 1130 558 3118
1374,1573 1123 77 865 1424 471 294 3031 334 275 1197 2626 457 1386 892 662 2974 1167 1117 1681 1835 1135 1557 1222 2179 1734 2527 1857 1715 1200 3015 2117 2726 2470 2351 1664 945 515 2330 2464 2039 2572 2312 2127 439 1348 490 2320 969 1193
1375,228 1558 1696 712 1202 1272 1785 54 2380 1648 1000 2142 403 2734 1496 1002 1048 2485 125 401 865 2563 2822 64 2629 234 1243 1852 163 2651 1675 1783 1551 2425 3040 3186 2805 3106 2339 1672 1881 1343 2312 115 363 1218 291 0 1562 335
1376,845 2990 2089 677 1614 1389 485 1116 468 1251 587 2320 1480 517 1685 331 2957 545 1417 2111 2165 1782 2823 945 2555 2159 1295 1348 1627 2645 2997 2602 2428 938 283 358 1846 1212 1734 396 3209 786 2022 405 119 2057 1055 876 2152 2350
1377,3052 1533 786 1182 1159 362 471 1575 437 490 2661 2312 585 521 719 1357 2885 2531 1991 3040 13 2022 1386 1001 2823 2533 418 346 1195 2595 1239 2861 1871 3186 3078 3103 1978 2976 2638 706 167 697 1455 910 307 1185 1443 637 1614 1020
1378,2088 1129 1348 313 1529 1157 2652 1315 1671 43 1446 2225 307 2866 246 617 1954 942 987 1180 868 1195 610 472 2726 431 958 2193 1071 803 1710 2767 233 2752 2734 2164 677 2714 1218 2182 3090 1706 1533 186 1386 98 272 232 294 1199
1379,1133 2311 1491 2413 2810 499 2361 521 2058 1612 1736 3118 553 2157 2743 2850 1613 868 2111 192 2649 2428 2734 2652 1575 2889 1137 2216 267 2626 2533 3196 2350 824 1355 1268 1999 702 2641 1941 1147 1975 1651 1446 2115 2359 924 163 2351 3236
1380,1456 494 167 2174 1835 162 2529 363 15 2444 46 86 1083 117 1871 1597 938 669 2514 821 1607 486 465 981 842 402 1184 3156 1264 1031 1756 1135 3184 2282 613 443 1720 2575 697 1474 1450 1026 1407 3046 1260 1861 954 2979 170 1387
1381,100 1567 1577 637 1195 2799 954 2305 3073 192 2878 1964 2538 3031 1245 803 292 1056 988 965 2398 3209 2111 2838 2182 2551 454 1954 147 1137 2472 3145 1102 2359 1141 783 856 2488 1106 2761 2541 3059 3064 2845 1117 3241 3124 1088 1612 465
1382,2171 2778 942 2652 2201 1451 987 2316 2236 596 1650 1737 2248 3145 2728 2012 1821 405 3100 2825 1159 1082 1790 1663 166 899 3087 1048 1241 2184 738 1991 2429 921 452 513 356 2312 2874 1443 2579 1107 2752 1362 1200 465 2880 1619 3075 1229
1383,901 1600 2662 718 1292 2782 525 2536 2192 512 2881 785 2350 2089 2958 1072 2489 468 1006 636 1852 100 2444 964 2309 192 593 1259 2865 2122 307 2885 2852 2544 704 2962 654 2220 2530 446 2638 2556 532 2971 2217 2458 2144 2465 1063 444
1384,1529 958 2651 1656 545 512 2724 1213 1137 2809 2885 2299 2208 1268 1024 3237 1152 1034 2757 3078 1159 49 3241 1129 124 1756 3143 1117 448 3244 1195 655 515 2089 1804 905 518 3068 1673 2841 1812 1233 2031 1156 471 2962 702 609 2182 553
1385,1693 2233 2879 1520 2944 1193 697 770 1057 1746 1336 3101 2084 18 2855 2536 2470 47 988 1237 858 1022 1896 1770 938 2514 465 2529 739 85 2776 1405 3178 2537 1713 2977 689 1048 335 1942 1356 2823 2455 2318 3080 117 1241 1518 783 2359
1386,1065 2514 13 939 2031 848 1765 2959 2178 1214 1871 1861 307 471 2867 2719 1213 571 905 331 714 2470 1236 1684 2113 845 2810 358 1195 751 2899 677 2385 458 25 1055 847 485 706 2631 1520 1233 1048 1088 1657 1362 384 2527 1614 770
1387,1618 2174 402 1417 275 1330 2770 278 471 1923 1189 762 1510 1583 1150 702 3086 750 1868 1505 663 2144 1363 329 299 2092 2928 1405 770 1184 1673 1386 1857 2034 483 1127 594 181 706 689 1469 2855 1204 2902 2180 1197 1059 3021 1222 3010
1388,1332 1974 2436 1358 755 2980 1400 2082 1552 1041 2880 1010 869 1791 3080 1478 552 2064 2108 2996 2274 2068 1558 2561 2463 3078 113 1044 134 1093 590 245 1229 2775 2154 158 1447 2931 1257 348 2134 1909 1678 193 2395 1310 838 3121 1286 1359
1389,471 294 490 1761 1702 3186 1597 719 2464 2232 676 981 2537 1567 2702 2066 588 869 2812 2470 1455 505 2398 1614 1681 3147 319 2044 2810 988 2869 1828 836 12 2455 2688 2971 346 814 1185 140 525 1193 2474 1939 1895 2299 2460 545 803
1390,1575 1088 2380 814 3040 2417 2636 1697 2127 3176 981 259 2312 512 2283 1060 2719 845 2525 2946 465 2470 1857 2962 1861 1020 1156 505 2543 296 837 1266 2182 1195 2474 1200 2940 312 2115 3031 2350 1207 1939 1185 264 863 3210 423 358 1614
1391,1605 1577 1363 273 3182 2462 1023 3086 1754 2749 2783 2549 968 1160 1013 1637 329 412 1662 1923 1911 2030 1786 413 1222 3090 551 756 1656 496 2747 2841 1138 3123 2206 2630 2384 2138 2736 2480 2463 2867 1237 1892 1530 259 1793 2173 736 491
1392,3139 1677 2878 3078 1857 3148 2359 2222 697 2127 710 2122 1675 1241 226 3181 15 749 3046 2602 2299 1800 1203 518 3022 1156 745 938 1235 1135 1455 2030 2100 1673 1949 805 1324 1607 2064 2464 1150 1785 3026 422 1295 1053 3182 1942 2695 553
1393,465 100 13 242 346 2006 1197 964 988 1290 1855 2855 939 501 910 2307 2351 2807 2163 3145 2977 2291 3064 2652 1023 1200 2914 1340 4 2875 1001 3041 545 3186 115 593 987 1366 3241 491 2359 3206 1784 3073 803 2521 91 2361 3140 3003
1394,2885 870 718 2035 2351 2088 1956 1300 697 2568 59 939 2652 1268 1498 545 1770 490 486 2538 1195 373 202 2393 972 2749 1818 2622 1470 2431 2888 2122 2726 3078 1348 2696 3023 910 1133 1112 479 2236 186 2320 2541 556 594 3241 3041 1452
1395,1969 594 1648 3040 1189 767 1696 2233 3048 2022 1752 3164 1152 403 1200 1812 50 454 1475 1150 1520 2320 1575 1268 1002 714 1060 663 147 231 1325 1755 163 2855 234 126 490 2455 676 2611 144 2474 655 3065 1613 1722 2389 2226 3142 1655
1396,48 59 1184 987 3162 454 2460 2546 2661 1784 2080 589 471 1193 609 1254 458 2855 2807 938 1178 2464 2122 3014 2802 2182 2616 2823 231 2545 2537 525 2325 394 1445 2705 91 1832 2944 1673 2541 100 1239 1213 1737 598 2066 1343 1156 2636
1397,3114 639 391 42 2190 2125 1430 2940 2827 2608 573 3158 2772 1241 1200 2325 1754 2885 1443 1196 494 1770 2783 3013 3032 457 1657 2398 1724 1949 2460 590 579 1203 964 2472 1941 412 317 167 2031 2461 856 1508 2855 464 2837 584 2485 1476
1398,335 825 1088 2297 1896 531 2704 2285 1973 3042 1964 2920 1154 2338 13 2113 1317 1195 1855 2431 393 1748 1589 1898 2267 2944 3158 2533 1268 2570 3064 2594 2547 3145 1054 896 1784 2640 302 2133 2217 2726 2159 783 2122 872 1178 2420 501 2499
1399,150 776 2067 2193 677 1658 734 693 2252 61 1126 2137 2297 108 1029 3072 3122 971 2953 635 2413 1355 1475 958 98 1021 522 981 998 843 2160 1507 273 3137 2 291 2136 377 2259 1994 1084 641 1664 2997 2689 2335 3065 610 1998 1062
1400,28 165 188 2714 2413 91 2550 1327 319 1080 2591 935 1087 2414 1964 1936 3087 1612 1402 2861 2874 2248 2362 3194 1733 1952 1945 361 1117 1088 1736 251 905 2496 476 1279 2977 814 819 1386 558 1975 2797 2652 214 1161 2147 2964 964 2887
1401,2173 2869 1054 1130 2565 2977 2809 734 1614 2225 471 2101 2296 1941 2262 1099 2395 905 1496 1242 1765 938 856 1900 845 651 964 590 1041 2780 465 423 104 186 1034 2959 1812 377 2807 1295 167 3241 1931 2976 2115 3150 1182 1055 213 755
1402,1389 2270 290 266 1465 545 3021 2350 1362 949 865 3250 178 3022 505 2142 3158 2726 1386 2470 490 1556 431 2885 2652 231 3237 1125 551 2764 2149 2179 2365 760 2351 405 2977 830 2006 3189 2579 2770 938 2635 1722 1661 1348 1956 275 903
1403,1237 712 405 3258 168 99 3072 1852 1560 1213 2741 814 2772 1889 273 702 2919 31 1726 2933 2734 1736 949 641 2393 1497 837 2073 266 3178 1783 2652 960 1438 2022 1513 876 412 227 2964 2805 1975 491 1435 1575 957 3106 2580 1386 228
1404,2885 2064 2428 2824 1608 1119 1141 2957 3042 2163 2976 1922 2878 987 783 868 949 1358 2541 3233 1094 437 1389 157 1013 1845 2470 2937 147 1147 2225 1689 2171 1818 2555 2794 1020 1197 921 1239 2022 803 517 2398 3118 2652 741 1761 1000 812
1405,1370 2704 3 2640 2428 1389 1713 1495 224 2094 2937 2057 1094 2147 2367 2302 2994 2825 801 2594 2369 1358 366 2962 1926 521 100 868 1254 1292 1973 1797 1117 2498 1122 755 175 1967 1737 426 2690 2271 299 2 252 2726 3004 1416 819 3045
1406,1648 1213 712 1941 1286 1832 960 594 3031 1040 2537 2767 1499 688 2507 2488 1048 384 1167 2651 2551 371 1900 2380 812 1708 1575 574 2163 598 1909 1868 443 2837 1547 553 1806 1129 1014 1000 723 1622 1041 2976 2536 2117 333 2985 2696 275
1407,1558 1568 1909 1243 253 365 1278 1551 598 2254 487 1441 3189 2500 1383 2822 155 163 3154 2070 1637 2475 489 1575 1034 865 2232 3236 2310 1736 2734 757 1791 847 613 65 2299 1573 1325 2385 2350 398 2267 741 2181 1197 98 333 1377 2117
1408,1131 2618 1652 3176 1123 411 981 2179 1052 2854 275 1743 719 1984 1455 2845 951 1330 37 1059 2856 267 2668 1811 1465 441 2180 1958 20 3086 2476 3256 3156 1362 1607 3030 1150 485 2828 1556 1411 370 648 384 3040 3231 1861 1414 417 3015
1409,871 609 1361 494 2537 412 275 3181 865 2417 2039 637 1784 1770 1195 1112 2611 2966 2024 1681 3015 968 231 417 1868 2174 697 770 767 3237 3031 3110 698 490 3231 2551 2888 3148 338 2463 3109 702 1168 1133 427 2312 2320 3220 2415 1648
1410,88 2791 1341 2445 1668 783 2241 2754 2969 306 2124 3021 2380 1338 1168 432 2312 2386 1322 2818 73 2455 176 2390 2629 1752 3003 1672 1465 2646 1627 226 108 2182 2022 2320 1648 1339 2179 1459 1684 2306 1822 2463 3148 1993 1696 1307 2417 1386
1411,1412 629 2771 2550 2857 1650 1884 676 335 856 1361 1598 1123 2196 2115 231 2970 655 1896 1152 309 2564 2887 1697 2879 1733 2791 2669 2248 1730 1224 2973 2651 1006 1179 1984 1575 998 111 880 714 1558 1474 981 155 757 2455 1832 987 2905
1412,186 3013 2855 2867 723 317 2635 2398 1818 1385 1993 3073 3199 2714 1195 868 1784 1863 3206 2971 3158 2202 255 945 814 1056 2828 939 415 2359 115 1561 1857 1871 338 505 365 3049 2718 2541 284 170 2035 1835 2696 2100 2338 485 1304 1956
1413,3021 3041 898 2127 2312 2537 783 1868 2547 1013 800 719 702 2403 1567 496 1648 1307 960 358 1336 1803 3142 624 2805 2013 1357 2136 663 2179 2108 2724 964 226 3108 1197 2007 1245 2831 1752 1195 888 756 370 1134 2128 870 305 926 2645
1414,2324 639 1429 861 1357 1811 2004 1696 18 584 3193 473 2619 756 2703 2549 1347 147 3199 1532 1766 1326 1892 2278 1589 396 1057 53 1013 417 3071 1783 2030 1875 1917 496 828 1522 2720 968 859 1793 822 812 2233 2273 2265 1835 1911 1009
1415,1495 1873 878 1829 2473 266 2403 1268 693 2546 2810 2678 1904 2633 647 2743 611 2640 2203 443 886 1348 2091 1588 118 2344 1368 1504 756 584 2182 2394 1198 828 739 168 2181 1845 2476 3013 950 2541 1336 1531 2149 2643 1024 494 356 1784
1416,3042 2461 86 607 1892 1197 3013 79 1744 590 1319 338 1107 1707 1269 3086 1401 1786 1753 1355 447 1388 2339 958 1575 2033 2541 2831 3159 15 748 470 2022 1815 2945 1436 1756 1193 2266 199 2024 1819 689 1708 25 1465 97 1456 2964 655
1417,2392 1224 2596 676 2193 1299 1474 662 2527 1363 490 3147 1715 1593 1240 637 2823 2866 2940 825 2031 2810 1317 294 595 1958 1444 3176 981 458 64 2256 2785 998 538 3181 2068 1268 358 2725 1557 1786 1193 1150 1409 3118 3221 334 2966 1352
1418,1576 2760 518 2108 1125 1946 3040 3079 2809 1465 2 163 2944 147 3103 2039 637 1185 1232 2368 2302 36 3196 604 2479 1455 2946 332 1868 763 166 898 1196 1585 1744 1124 1200 1338 713 2815 1648 2928 238 385 483 2259 1350 2810 1207 2726
1419,2334 2684 656 3185 719 1969 2971 2791 2295 3189 2934 2292 1167 2969 1402 1784 2939 1648 3113 588 1048 573 1330 1575 845 486 1656 2380 637 2537 1861 2339 1835 275 3127 539 231 1020 505 2770 2182 2275 1573 1369 865 402 2885 333 2133 2887
1420,272 2487 596 1197 2024 1722 2831 2832 14 1586 1784 719 1755 2111 3178 1602 100 275 1056 176 1575 1770 2652 2710 1200 2470 84 925 783 578 333 465 1868 2537 1949 2203 2885 2351 307 3148 2299 3225 2318 1193 2649 3004 1922 2642 2770 2845
1421,1189 465 2710 2855 936 1942 942 3078 1197 2908 2652 954 644 1818 745 2799 2770 117 589 2039 2339 938 865 1405 2664 2024 1735 162 295 3254 702 1156 910 53 1857 396 2306 2265 1185 1130 3200 2977 2174 1842 1577 1722 719 2222 988 2320
1422,2270 2311 981 3100 2105 2682 2889 2327 1697 3158 1990 1281 2521 512 1613 2428 452 1714 803 544 1242 991 2964 2365 2223 907 1879 1298 232 2245 2924 1009 479 259 407 786 2086 595 1649 2348 1260 1339 1071 916 3059 1533 2396 1722 2231 2595
1423,267 423 501 845 192 91 465 1353 1197 2470 1990 1396 517 837 3145 1736 2616 2696 2888 292 1784 100 2750 1597 1010 2541 2035 79 1447 2799 2173 1520 803 1818 1956 2977 1909 566 470 1193 865 938 1529 1879 2226 2649 1361 2551 869 2944
1424,2614 2857 865 2488 1544 1621 1651 1539 1840 2458 1575 471 1185 3032 2039 2678 2120 18 163 1351 619 2760 1614 1290 1558 275 1455 3118 2771 2437 2312 716 1746 1195 2966 2940 1820 2344 1001 426 454 750 2152 371 1977 147 1799 733 1904 1145
1425,3150 2087 2001 394 2262 2905 1387 1964 1433 2878 337 2866 254 2164 890 1936 1710 1691 539 942 127 958 763 2175 690 1999 2196 35 238 2406 935 1475 2967 2749 734 3187 2461 511 1277 731 824 2555 1141 1418 2608 2787 3080 1490 3064 880
1426,641 1901 2258 2638 2962 2750 3044 1010 232 957 3141 45 448 1649 3090 1680 2496 1879 2788 1443 845 1714 1404 2957 1990 2111 2236 2889 43 2478 831 803 3236 1071 3169 1324 949 1533 1603 1920 255 558 958 1024 1602 111 702 2428 2563 706
1427,2962 475 2611 3059 1680 2147 1213 803 2507 786 2052 685 2251 1204 911 2721 1162 1669 240 19 1065 1130 1964 1617 556 868 3133 3241 1887 100 1088 2369 779 1616 2799 809 2431 1806 2035 1612 3083 243 1990 1129 3123 2726 1212 2395 293 1540
1428,1765 2822 2832 2124 1001 1135 960 1002 588 1521 1629 1260 170 167 1170 1020 2833 820 1635 904 2138 1298 946 1430 1412 1321 3186 2625 1099 39 276 1657 1766 1717 1781 874 672 213 444 1938 2939 55 602 3040 2149 1682 1852 231 217 593
1429,1082 1452 1603 2913 3035 1767 2919 2616 2415 361 740 2244 2799 464 3124 2127 1828 1747 2742 2341 1315 1942 1956 2251 115 3103 1920 2825 498 1553 1305 2641 2670 2428 2066 45 2696 1923 2553 1505 2330 2258 2430 470 1141 2654 2414 2393 1610 2163
1430,2544 349 3072 1240 2467 140 947 616 17 1585 1964 168 1310 1058 3150 1906 3128 883 2548 1195 3247 876 1793 2652 2257 1236 515 2546 2470 2959 3250 1693 294 949 43 1006 1686 2338 1290 1059 2974 1034 1352 3108 1989 505 259 958 2159 3194
1431,1747 2746 573 926 252 2333 566 3051 942 2496 1638 343 311 1986 2279 3130 2591 345 1355 2840 1032 1591 2896 2800 2787 335 3206 846 2169 266 1307 1040 870 2850 2789 629 394 3215 698 121 392 1286 2636 3175 1722 1663 2248 2487 2312 2435
1432,3100 333 2821 500 1030 2022 2421 1958 2087 3078 1684 676 1324 656 719 2328 1505 869 457 3008 2117 728 358 2308 1812 1078 2649 2320 2940 1417 2974 1954 3103 2392 1023 2312 1200 2313 3031 1386 2971 1799 2065 1883 1196 3176 2211 2111 2464 1770
1433,354 2651 163 2380 1871 553 1969 1804 2867 2312 1757 2088 1312 1268 414 209 2911 2466 2810 1455 2666 588 337 2022 3235 712 1947 458 266 1325 1185 2217 1852 358 811 1213 231 3241 1085 1474 845 2117 494 1818 230 393 759 109 969 1383
1434,1797 3210 2594 836 2305 1005 3241 1094 2546 1895 2129 2841 2893 2196 2887 1641 1802 3215 2406 1686 91 2149 2325 872 1360 3201 2866 1389 1219 2959 1975 1597 882 2865 1383 655 2159 2107 564 467 1088 1520 2487 1390 593 505 2930 1596 776 2550
1435,1152 2967 2159 458 1268 1258 843 2000 2844 2413 1480 1029 1653 1213 64 1957 1593 2385 472 2225 3054 2369 2448 954 3153 1082 2755 2402 1716 2787 1129 2811 1686 1690 2522 683 239 2422 1113 2441 2089 1051 1137 2363 163 1432 1117 2305 1575 1131
1436,274 288 2489 1852 906 940 1549 3118 2328 164 1613 489 333 3241 3147 656 1644 2530 458 1215 2470 888 318 1529 1681 275 2474 2568 2724 1684 2392 313 1340 2305 1224 1531 989 1309 358 2375 589 1797 3073 2283 2919 2652 1226 122 1197 294
1437,1281 232 272 2351 122 14 991 2171 3104 2122 3023 512 972 2958 2471 521 2855 803 969 783 1193 1498 3129 2179 1268 1757 861 1991 788 609 241 3241 2384 2702 1357 2012 1748 2488 1180 1722 1121 255 1835 870 748 2464 1612 697 938 2444
1438,1575 3236 2455 965 361 2786 2428 1134 1455 2463 2350 1567 151 1399 1784 2024 296 2726 3022 2157 838 2291 656 1119 2470 517 1432 18 697 2384 2320 1643 1868 1348 2179 945 2688 1349 120 1443 1663 2878 2855 1155 3110 2173 745 938 1138 2057
1439,525 1895 3236 531 0 578 431 2818 493 84 2465 2344 2850 1644 788 2801 2958 1169 1088 1253 3103 1159 2178 3053 1295 1133 1012 1491 1632 2247 2805 1200 2866 2546 2679 3132 133 2561 173 3189 2151 2602 1850 2022 2525 302 1193 429 2474 391
1440,836 2957 3196 2842 1015 3241 1327 91 1424 457 2483 1518 505 1117 3142 2977 2887 637 363 1593 2413 1415 1765 2770 1200 2316 251 2869 335 1122 849 1054 3102 1975 1197 2928 1868 2841 2208 2688 2726 2638 1474 1317 1505 740 1362 1923 706 1797
1441,2066 1513 3049 1578 284 551 2435 932 2464 2928 2173 275 865 1963 682 1586 2174 1701 2997 3035 295 1754 2391 503 2942 1722 1672 2024 2855 1681 2602 1870 100 1031 706 2087 3225 1197 2232 3041 1008 1185 684 231 393 2463 2095 2688 968 2533
1442,1156 2547 2810 275 144 2940 1744 2893 756 333 865 1195 2537 2022 1868 2133 3092 1576 3248 2805 2997 2726 3220 1958 1197 2466 2652 437 3073 1861 2885 1857 1213 2340 3118 3131 1761 2651 1715 1832 167 505 2514 3237 454 2024 2946 2470 1770 2232
1443,1185 2946 572 1220 2039 2001 85 770 1150 848 1681 1637 148 1358 1954 1196 945 2212 147 2081 20 1198 2688 1197 417 1887 1155 166 1917 2087 2664 3187 385 3189 748 2013 2144 1947 3178 1059 273 1465 2012 2662 333 3092 968 1761 988 225
